epoch,loss,lr,output-0_loss,output-0_mape,output-10_accuracy,output-10_loss,output-11_accuracy,output-11_loss,output-12_accuracy,output-12_loss,output-13_accuracy,output-13_loss,output-14_accuracy,output-14_loss,output-1_accuracy,output-1_loss,output-2_accuracy,output-2_loss,output-3_accuracy,output-3_loss,output-4_accuracy,output-4_loss,output-5_accuracy,output-5_loss,output-6_accuracy,output-6_loss,output-7_accuracy,output-7_loss,output-8_accuracy,output-8_loss,output-9_accuracy,output-9_loss,val_loss,val_output-0_loss,val_output-0_mape,val_output-10_accuracy,val_output-10_loss,val_output-11_accuracy,val_output-11_loss,val_output-12_accuracy,val_output-12_loss,val_output-13_accuracy,val_output-13_loss,val_output-14_accuracy,val_output-14_loss,val_output-1_accuracy,val_output-1_loss,val_output-2_accuracy,val_output-2_loss,val_output-3_accuracy,val_output-3_loss,val_output-4_accuracy,val_output-4_loss,val_output-5_accuracy,val_output-5_loss,val_output-6_accuracy,val_output-6_loss,val_output-7_accuracy,val_output-7_loss,val_output-8_accuracy,val_output-8_loss,val_output-9_accuracy,val_output-9_loss
0,2.035794734954834,1.0,0.822229266166687,0.9465205073356628,0.5887043476104736,1.3171168565750122,0.42078834772109985,2.0547690391540527,0.5164380073547363,1.9784895181655884,0.460530161857605,1.7912949323654175,0.3620545566082001,0.7665059566497803,0.404098242521286,2.14571475982666,0.4135975241661072,1.953704595565796,0.5493339896202087,1.4433379173278809,0.4496842324733734,1.9345157146453857,0.40904688835144043,2.303232192993164,0.41841351985931396,1.9016069173812866,0.3667113184928894,0.7733583450317383,0.4034680426120758,2.1577954292297363,0.45262956619262695,1.7498664855957031,103.82073211669922,29.79874038696289,41.561763763427734,0.3208227753639221,111.6752700805664,0.26878565549850464,117.59454345703125,0.18460685014724731,176.86431884765625,0.5302790403366089,93.1220474243164,0.3790821135044098,15.597823143005371,0.2654169201850891,118.99598693847656,0.5274254679679871,97.12268829345703,0.3210209310054779,112.76811981201172,0.18920418620109558,170.1772918701172,0.2710050642490387,120.60967254638672,0.5240567326545715,100.47664642333984,0.37761572003364563,30.377456665039062,0.2654169201850891,120.51519775390625,0.5328154563903809,94.5428695678711
1,1.8224077224731445,1.0,0.6530289053916931,0.8666204214096069,0.5267201066017151,1.5498120784759521,0.37416085600852966,1.9818094968795776,0.46779394149780273,1.9637362957000732,0.45218509435653687,1.6413484811782837,0.37680765986442566,0.5756980180740356,0.3576100468635559,2.120844602584839,0.4177965819835663,1.7983691692352295,0.515442967414856,1.485988736152649,0.39236342906951904,2.001121759414673,0.3649202585220337,2.1607534885406494,0.430373877286911,1.7898260354995728,0.36265820264816284,0.5765600204467773,0.3560710549354553,2.1055731773376465,0.4468517005443573,1.6361331939697266,2.030625343322754,0.6666927933692932,0.8350837230682373,0.3950142562389374,2.2605035305023193,0.40381261706352234,2.1252408027648926,0.40349555015563965,1.9294803142547607,0.5302790403366089,1.726141095161438,0.3790821135044098,0.6100209951400757,0.3953709602355957,2.8039708137512207,0.5274254679679871,1.7074099779129028,0.395053893327713,2.234177350997925,0.4039711356163025,2.1013495922088623,0.40393152832984924,2.839709997177124,0.5240567326545715,1.8266981840133667,0.37761572003364563,0.589960515499115,0.3953709602355957,2.779675245285034,0.5328154563903809,1.7443056106567383
2,1.8044670820236206,1.0,0.6536493897438049,0.8664434552192688,0.5187597870826721,1.4939457178115845,0.37580597400665283,1.9495995044708252,0.47427496314048767,1.8701403141021729,0.450141966342926,1.6259535551071167,0.3720248341560364,0.5784534215927124,0.35879746079444885,2.092877149581909,0.4081447124481201,1.7758169174194336,0.5187863111495972,1.464562177658081,0.37624379992485046,1.9751300811767578,0.3682636022567749,2.1444191932678223,0.42809855937957764,1.7636098861694336,0.35540106892585754,0.5779162645339966,0.35877755284309387,2.0842695236206055,0.4508650302886963,1.6196801662445068,2.019902229309082,0.6695647835731506,0.8349443674087524,0.3950142562389374,2.202664375305176,0.40381261706352234,2.0887722969055176,0.40349555015563965,1.88066565990448,0.5302790403366089,1.7258845567703247,0.3790821135044098,0.6076392531394958,0.3953709602355957,2.7523670196533203,0.5274254679679871,1.7632707357406616,0.395053893327713,2.1947824954986572,0.4039711356163025,2.0636415481567383,0.40393152832984924,2.780693292617798,0.5240567326545715,1.8975045680999756,0.37761572003364563,0.5912085175514221,0.3953709602355957,2.7331671714782715,0.5328154563903809,1.7244900465011597
3,1.7973428964614868,1.0,0.6532447934150696,0.8667168617248535,0.518089771270752,1.4873547554016113,0.37875130772590637,1.9438484907150269,0.48062992095947266,1.805442452430725,0.44845038652420044,1.6033128499984741,0.37131503224372864,0.5805329084396362,0.3587510287761688,2.0947370529174805,0.41292089223861694,1.7744132280349731,0.5181760191917419,1.469838261604309,0.37938812375068665,1.9590829610824585,0.3642370104789734,2.1450486183166504,0.43081167340278625,1.7537240982055664,0.35690024495124817,0.5791237950325012,0.359162300825119,2.0900990962982178,0.44971078634262085,1.5954045057296753,2.003889799118042,0.6643747091293335,0.8326043486595154,0.3950142562389374,2.217085599899292,0.40381261706352234,2.0734643936157227,0.40349555015563965,1.8439258337020874,0.5302790403366089,1.6494026184082031,0.3790821135044098,0.6034348011016846,0.3953709602355957,2.776085376739502,0.5274254679679871,1.7384839057922363,0.395053893327713,2.205155849456787,0.4039711356163025,2.0628786087036133,0.40393152832984924,2.791275978088379,0.5240567326545715,1.8438719511032104,0.37761572003364563,0.5878649353981018,0.3953709602355957,2.752117872238159,0.5328154563903809,1.6452540159225464
4,1.801254391670227,1.0,0.6538479924201965,0.8659321665763855,0.5151975750923157,1.4996975660324097,0.37520894408226013,1.9315218925476074,0.480145663022995,1.760002851486206,0.4541220963001251,1.6340594291687012,0.3648672103881836,0.5853182673454285,0.3556332290172577,2.087388753890991,0.41662243008613586,1.803004264831543,0.5152506232261658,1.4873076677322388,0.37503647804260254,1.943044662475586,0.3574441969394684,2.1404592990875244,0.42169713973999023,1.7796823978424072,0.3510361611843109,0.5837801098823547,0.36261841654777527,2.0847692489624023,0.45491814613342285,1.6280912160873413,2.0133962631225586,0.6665706038475037,0.8340393900871277,0.3950142562389374,2.282918930053711,0.40381261706352234,2.0718133449554443,0.40349555015563965,1.8506813049316406,0.5302790403366089,1.709930419921875,0.3790821135044098,0.6063804030418396,0.3953709602355957,2.7096331119537354,0.5274254679679871,1.7502659559249878,0.395053893327713,2.2685627937316895,0.4039711356163025,2.0739614963531494,0.40393152832984924,2.748685359954834,0.5240567326545715,1.8662875890731812,0.37761572003364563,0.5892462730407715,0.3953709602355957,2.6985647678375244,0.5328154563903809,1.7095787525177002
5,1.7832976579666138,1.0,0.6534620523452759,0.8662503957748413,0.5140101313591003,1.4684386253356934,0.37634992599487305,1.9150277376174927,0.49164167046546936,1.697224497795105,0.4444768726825714,1.608364224433899,0.37301987409591675,0.5826099514961243,0.3595868647098541,2.0716986656188965,0.41938865184783936,1.7579917907714844,0.5140499472618103,1.4600069522857666,0.3792819678783417,1.9242836236953735,0.3625586926937103,2.1261327266693115,0.42766737937927246,1.7362661361694336,0.35210418701171875,0.579608142375946,0.3595603406429291,2.068258047103882,0.4478732645511627,1.600803256034851,1.962585210800171,0.6615633964538574,0.8333780169487,0.3950142562389374,2.10361385345459,0.40381261706352234,1.9841084480285645,0.40349555015563965,1.7983466386795044,0.5302790403366089,1.6472355127334595,0.3790821135044098,0.6133626699447632,0.3953709602355957,2.6517271995544434,0.5274254679679871,1.739539384841919,0.395053893327713,2.0987484455108643,0.4039711356163025,1.9853380918502808,0.40393152832984924,2.6867849826812744,0.5240567326545715,1.8416301012039185,0.37761572003364563,0.597353458404541,0.3953709602355957,2.6270525455474854,0.5328154563903809,1.6455901861190796
6,1.786179542541504,1.0,0.65360426902771,0.8664354085922241,0.515489399433136,1.4634910821914673,0.3764626979827881,1.9190396070480347,0.497419536113739,1.6923162937164307,0.4513426423072815,1.6239372491836548,0.3660811483860016,0.5862014293670654,0.3569997549057007,2.069849729537964,0.41711995005607605,1.7726331949234009,0.515535831451416,1.458082675933838,0.37989890575408936,1.9250752925872803,0.3636068105697632,2.123100519180298,0.43587973713874817,1.7507224082946777,0.3507973551750183,0.5832969546318054,0.35758352279663086,2.0660784244537354,0.4528285562992096,1.6176658868789673,1.982869267463684,0.6674330830574036,0.8348225355148315,0.3950142562389374,2.13344407081604,0.40381261706352234,2.0011775493621826,0.40349555015563965,1.7864441871643066,0.5302790403366089,1.6642539501190186,0.3790821135044098,0.6134923100471497,0.3953709602355957,2.688021659851074,0.5274254679679871,1.7635365724563599,0.395053893327713,2.1319663524627686,0.4039711356163025,1.9996258020401,0.40393152832984924,2.713545799255371,0.5240567326545715,1.8822113275527954,0.37761572003364563,0.5977436304092407,0.3953709602355957,2.669658660888672,0.5328154563903809,1.6636031866073608
7,1.7883634567260742,1.0,0.6534934639930725,0.8657914996147156,0.5179969072341919,1.4713211059570312,0.3821476995944977,1.921609878540039,0.49681589007377625,1.6667003631591797,0.45109057426452637,1.6144479513168335,0.3643763065338135,0.5850499868392944,0.35575929284095764,2.0893988609313965,0.40781304240226746,1.7811378240585327,0.518069863319397,1.4669430255889893,0.38220739364624023,1.925917387008667,0.3636532425880432,2.1406829357147217,0.4326823651790619,1.7566931247711182,0.34728819131851196,0.5812682509422302,0.3556266129016876,2.0869197845458984,0.45230451226234436,1.6093071699142456,2.0078845024108887,0.6716556549072266,0.834502637386322,0.3950142562389374,2.226301431655884,0.40381261706352234,2.023482322692871,0.40349555015563965,1.7743538618087769,0.5302790403366089,1.6798042058944702,0.3790821135044098,0.6056295037269592,0.3953709602355957,2.738649606704712,0.5274254679679871,1.7877533435821533,0.395053893327713,2.222191095352173,0.4039711356163025,2.0255582332611084,0.40393152832984924,2.751142740249634,0.5240567326545715,1.89407217502594,0.37761572003364563,0.5929337739944458,0.3953709602355957,2.722123146057129,0.5328154563903809,1.680570363998413
8,1.6475682258605957,0.5,0.6516004800796509,0.8570443987846375,0.46222835779190063,1.065850019454956,0.3100472390651703,1.5980736017227173,0.38714277744293213,1.8637645244598389,0.4348846971988678,1.5974043607711792,0.3370525538921356,0.6236404180526733,0.3014965355396271,1.6581566333770752,0.4004961848258972,1.6214827299118042,0.4623013138771057,1.0644112825393677,0.3100936710834503,1.5998598337173462,0.311858206987381,1.7178031206130981,0.4074680805206299,1.6373306512832642,0.32492637634277344,0.6256787180900574,0.3011980354785919,1.6566396951675415,0.4387985169887543,1.589260220527649,1.8796237707138062,0.6544515490531921,0.8360797166824341,0.3950142562389374,1.5984467267990112,0.40381261706352234,2.052273988723755,0.40349555015563965,2.5333681106567383,0.15472416579723358,1.7146868705749512,0.3790821135044098,0.6837218403816223,0.3953709602355957,2.0781328678131104,0.14319118857383728,1.792062759399414,0.395053893327713,1.5961976051330566,0.4039711356163025,2.055044651031494,0.40393152832984924,2.1185240745544434,0.1465599238872528,1.7810064554214478,0.37761572003364563,0.7130419611930847,0.3953709602355957,2.070650815963745,0.15262365341186523,1.7162857055664062
9,1.6456730365753174,0.5,0.6504766345024109,0.8586186170578003,0.46777403354644775,1.0315381288528442,0.30848169326782227,1.594749093055725,0.3307042121887207,1.8757742643356323,0.41013479232788086,1.6390936374664307,0.3363560438156128,0.6235419511795044,0.30219969153404236,1.62781822681427,0.3912821412086487,1.6455318927764893,0.4678536355495453,1.0303572416305542,0.30851486325263977,1.596177577972412,0.31095603108406067,1.6896717548370361,0.3836800456047058,1.6654126644134521,0.32801762223243713,0.6244153380393982,0.2996324896812439,1.6272767782211304,0.4125361442565918,1.632566213607788,1.9007494449615479,0.6554339528083801,0.8366026878356934,0.3950142562389374,1.6271545886993408,0.40381261706352234,2.079537868499756,0.40349555015563965,2.4310731887817383,0.15472416579723358,1.7830241918563843,0.3790821135044098,0.6981914043426514,0.3953709602355957,2.1234984397888184,0.14319118857383728,1.839097499847412,0.395053893327713,1.625294804573059,0.4039711356163025,2.081836462020874,0.40393152832984924,2.163280963897705,0.1465599238872528,1.8391859531402588,0.37761572003364563,0.7188413143157959,0.3953709602355957,2.115131378173828,0.15262365341186523,1.7811611890792847
10,1.6457322835922241,0.5,0.652175784111023,0.8594882488250732,0.468364417552948,1.039379596710205,0.30877357721328735,1.5987201929092407,0.32644546031951904,1.8218915462493896,0.41083794832229614,1.6331267356872559,0.3362565338611603,0.623221755027771,0.29906201362609863,1.636357307434082,0.3930400311946869,1.6409204006195068,0.46842411160469055,1.038480281829834,0.3087802231311798,1.5996975898742676,0.3087470531463623,1.6969901323318481,0.3872024714946747,1.65781569480896,0.3299546241760254,0.6218776702880859,0.29612997174263,1.63577401638031,0.41185951232910156,1.6268656253814697,1.8991512060165405,0.6571606993675232,0.8386741876602173,0.3950142562389374,1.6376827955245972,0.40381261706352234,2.0716922283172607,0.40349555015563965,2.353863000869751,0.15472416579723358,1.788213849067688,0.3790821135044098,0.696178674697876,0.3953709602355957,2.1348159313201904,0.14319118857383728,1.8238518238067627,0.395053893327713,1.6363312005996704,0.4039711356163025,2.0731959342956543,0.40393152832984924,2.173063278198242,0.1465599238872528,1.8243608474731445,0.37761572003364563,0.7106044888496399,0.3953709602355957,2.126375675201416,0.15262365341186523,1.7895804643630981
11,1.6467036008834839,0.5,0.6506420969963074,0.8600706458091736,0.46701779961586,1.045732021331787,0.30816328525543213,1.6045539379119873,0.32233262062072754,1.7938387393951416,0.40098708868026733,1.6407604217529297,0.3350094258785248,0.6205298900604248,0.2958579957485199,1.6471607685089111,0.3957531750202179,1.6473658084869385,0.4670443534851074,1.045124888420105,0.30814337730407715,1.6051819324493408,0.31175869703292847,1.7077873945236206,0.3911627233028412,1.6632115840911865,0.3236527144908905,0.6196383237838745,0.2958579957485199,1.6469722986221313,0.4034149646759033,1.6333692073822021,1.9040166139602661,0.65256667137146,0.8377229571342468,0.3950142562389374,1.6604119539260864,0.40381261706352234,2.0851190090179443,0.40349555015563965,2.3278374671936035,0.15472416579723358,1.8177409172058105,0.3790821135044098,0.6902495622634888,0.3953709602355957,2.1548826694488525,0.14319118857383728,1.8434230089187622,0.395053893327713,1.6597685813903809,0.4039711356163025,2.085822105407715,0.40393152832984924,2.1943416595458984,0.1465599238872528,1.846799373626709,0.37761572003364563,0.6998642683029175,0.3953709602355957,2.147871255874634,0.15262365341186523,1.8148667812347412
12,1.5242793560028076,0.25,0.648745059967041,0.8554408550262451,0.47663649916648865,0.8697595596313477,0.3050985634326935,1.412686824798584,0.2937883138656616,1.5340713262557983,0.5142091512680054,1.4427024126052856,0.38059544563293457,0.6101394891738892,0.28217288851737976,1.4460530281066895,0.5087629556655884,1.454234004020691,0.47668957710266113,0.8693767786026001,0.30660438537597656,1.4124794006347656,0.3006872534751892,1.508036494255066,0.5026799440383911,1.4635934829711914,0.3790564239025116,0.606136679649353,0.28210654854774475,1.4448086023330688,0.5169621109962463,1.4366085529327393,1.5808485746383667,0.6523004770278931,0.8401681780815125,0.3950142562389374,1.0236890316009521,0.40381261706352234,1.5128182172775269,0.40349555015563965,1.6161617040634155,0.5302790403366089,1.5088382959365845,0.3790821135044098,0.6159106492996216,0.3953709602355957,1.5292527675628662,0.5274254679679871,1.496023178100586,0.395053893327713,1.0234711170196533,0.4039711356163025,1.5124833583831787,0.40393152832984924,1.5800492763519287,0.5240567326545715,1.5019423961639404,0.37761572003364563,0.6165441870689392,0.3953709602355957,1.5258327722549438,0.5328154563903809,1.5079466104507446
13,1.5038764476776123,0.25,0.6491460204124451,0.8549379110336304,0.4797211289405823,0.8285180926322937,0.2850983142852783,1.3753844499588013,0.2845012843608856,1.4841252565383911,0.5322856903076172,1.4278336763381958,0.38059544563293457,0.6047473549842834,0.28004351258277893,1.4021638631820679,0.5273038744926453,1.4353231191635132,0.47977420687675476,0.8281883597373962,0.2851314842700958,1.3751589059829712,0.2838379144668579,1.4650368690490723,0.5239870548248291,1.4445430040359497,0.3790564239025116,0.6005512475967407,0.2800634205341339,1.4012914896011353,0.5353238582611084,1.42173433303833,1.5881423950195312,0.6520007848739624,0.8402130007743835,0.3950142562389374,1.0402543544769287,0.40381261706352234,1.5303293466567993,0.40349555015563965,1.626515507698059,0.5302790403366089,1.5168834924697876,0.3790821135044098,0.6117447018623352,0.3953709602355957,1.544382929801941,0.5274254679679871,1.5067192316055298,0.395053893327713,1.0399235486984253,0.4039711356163025,1.5299676656723022,0.40393152832984924,1.5941269397735596,0.5240567326545715,1.5122082233428955,0.37761572003364563,0.6124153137207031,0.3953709602355957,1.541304349899292,0.5328154563903809,1.5160527229309082
14,1.5060092210769653,0.25,0.648956835269928,0.8549643158912659,0.47710084915161133,0.8335288166999817,0.2853039503097534,1.3805359601974487,0.28523099422454834,1.4877277612686157,0.5322856903076172,1.4293371438980103,0.38059544563293457,0.602053701877594,0.28147637844085693,1.4076793193817139,0.5273038744926453,1.4394999742507935,0.47712740302085876,0.8332028388977051,0.28533047437667847,1.3802343606948853,0.28580811619758606,1.4705384969711304,0.5239870548248291,1.448514699935913,0.3790564239025116,0.5976899862289429,0.2822856605052948,1.4072519540786743,0.5353238582611084,1.4232505559921265,1.6026034355163574,0.6531791090965271,0.8404952883720398,0.3950142562389374,1.0760798454284668,0.40381261706352234,1.553619623184204,0.40349555015563965,1.652347445487976,0.5302790403366089,1.5270997285842896,0.3790821135044098,0.607699990272522,0.3953709602355957,1.5730246305465698,0.5274254679679871,1.519558072090149,0.395053893327713,1.0759856700897217,0.4039711356163025,1.5533424615859985,0.40393152832984924,1.6219801902770996,0.5240567326545715,1.5245614051818848,0.37761572003364563,0.6079593300819397,0.3953709602355957,1.5694249868392944,0.15262365341186523,1.525802731513977
15,1.5100293159484863,0.25,0.6495129466056824,0.8552442193031311,0.4753960371017456,0.8416017293930054,0.28586116433143616,1.3873170614242554,0.2856687903404236,1.4925756454467773,0.5233966708183289,1.4333209991455078,0.38059544563293457,0.5993269085884094,0.28196725249290466,1.4152507781982422,0.5273038744926453,1.4446513652801514,0.4754822552204132,0.8412829041481018,0.2859208881855011,1.3870385885238647,0.2853039503097534,1.4781434535980225,0.5239870548248291,1.4534043073654175,0.3790564239025116,0.5948071479797363,0.28198716044425964,1.4142308235168457,0.5220832228660583,1.427382469177246,1.6072434186935425,0.6541526913642883,0.8399304151535034,0.3950142562389374,1.0844794511795044,0.40381261706352234,1.5651602745056152,0.40349555015563965,1.6586819887161255,0.5302790403366089,1.5277568101882935,0.3790821135044098,0.6052692532539368,0.3953709602355957,1.5836153030395508,0.5274254679679871,1.5191055536270142,0.395053893327713,1.0843260288238525,0.4039711356163025,1.564790964126587,0.40393152832984924,1.6328617334365845,0.5240567326545715,1.5239652395248413,0.37761572003364563,0.6052023768424988,0.3953709602355957,1.5803439617156982,0.15262365341186523,1.5262569189071655
16,1.4691240787506104,0.125,0.6490525603294373,0.8538552522659302,0.5548995733261108,0.7872982025146484,0.2940337657928467,1.326499581336975,0.292030394077301,1.4179176092147827,0.5280666947364807,1.3676941394805908,0.38059544563293457,0.5785631537437439,0.2907567620277405,1.349731206893921,0.5273038744926453,1.3784857988357544,0.5549460053443909,0.7870222330093384,0.2940470278263092,1.3260711431503296,0.29392099380493164,1.4128034114837646,0.5239870548248291,1.385310411453247,0.3790564239025116,0.5732070803642273,0.2907567620277405,1.3490386009216309,0.5219638347625732,1.3617960214614868,1.4675748348236084,0.645381510257721,0.8421820998191833,0.3950142562389374,0.8194336295127869,0.40381261706352234,1.3332254886627197,0.40349555015563965,1.4130969047546387,0.5302790403366089,1.3656967878341675,0.3790821135044098,0.5720674991607666,0.3953709602355957,1.3528616428375244,0.5274254679679871,1.3694220781326294,0.395053893327713,0.8198291063308716,0.4039711356163025,1.3325927257537842,0.40393152832984924,1.4075384140014648,0.5240567326545715,1.3749233484268188,0.37761572003364563,0.569496214389801,0.3953709602355957,1.3517491817474365,0.5328154563903809,1.361930012702942
17,1.4564499855041504,0.125,0.6482623219490051,0.8537788987159729,0.5585546493530273,0.7638264894485474,0.2930785119533539,1.3050135374069214,0.28312814235687256,1.394090175628662,0.5322856903076172,1.354288935661316,0.38059544563293457,0.5764265656471252,0.284063458442688,1.3268977403640747,0.5273038744926453,1.3661222457885742,0.5586209893226624,0.7635922431945801,0.29308515787124634,1.304539442062378,0.28755274415016174,1.3903896808624268,0.5239870548248291,1.3731263875961304,0.3790564239025116,0.570806622505188,0.284063458442688,1.3264731168746948,0.5353238582611084,1.3481587171554565,1.4735357761383057,0.6453693509101868,0.8419921398162842,0.3950142562389374,0.8331067562103271,0.40381261706352234,1.3443289995193481,0.40349555015563965,1.4238406419754028,0.5302790403366089,1.373360276222229,0.3790821135044098,0.5706597566604614,0.3953709602355957,1.3643189668655396,0.5274254679679871,1.3762496709823608,0.395053893327713,0.8333951830863953,0.4039711356163025,1.34360933303833,0.40393152832984924,1.4183028936386108,0.5240567326545715,1.3813859224319458,0.37761572003364563,0.5679181814193726,0.3953709602355957,1.363054871559143,0.5328154563903809,1.3697959184646606
18,1.4586905241012573,0.125,0.6484477519989014,0.8537957668304443,0.5540173053741455,0.7689911723136902,0.2805410325527191,1.3089853525161743,0.2773171067237854,1.3979315757751465,0.5322856903076172,1.3570501804351807,0.38059544563293457,0.5746038556098938,0.27778810262680054,1.3311009407043457,0.5273038744926453,1.36857008934021,0.5540902614593506,0.7687352299690247,0.28055429458618164,1.3085130453109741,0.2810518145561218,1.3943458795547485,0.5239870548248291,1.3754241466522217,0.3790564239025116,0.5688994526863098,0.27780136466026306,1.3306477069854736,0.5353238582611084,1.3510546684265137,1.4767619371414185,0.6467722654342651,0.8423601388931274,0.3950142562389374,0.837600827217102,0.40381261706352234,1.3480852842330933,0.40349555015563965,1.4279364347457886,0.5302790403366089,1.374755859375,0.3790821135044098,0.5700362920761108,0.3953709602355957,1.3681544065475464,0.5274254679679871,1.3775343894958496,0.395053893327713,0.837953507900238,0.4039711356163025,1.3474116325378418,0.40393152832984924,1.422387719154358,0.5240567326545715,1.383009910583496,0.37761572003364563,0.5667757391929626,0.3953709602355957,1.367079496383667,0.5328154563903809,1.3710695505142212
